delta,accuracy,macro_f1,weighted_f1,supportive_precision,supportive_recall,supportive_f1,harassment_precision,harassment_recall,outing_precision,outing_recall
0.05,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
0.08,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
0.1,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
0.12,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
0.15,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
0.2,0.9706840390879479,0.887906697817598,0.9697209646608349,1.0,0.5555555555555556,0.7142857142857143,0.9644012944983819,0.9933333333333333,0.9763513513513513,0.9633333333333334
